%%
Fopf	0x1D53D
ForAll	0x2200
Fouriertrf	0x2131
Fscr	0x2131
GJcy	0x403
GT	0x3E
Gamma	0x393
Gammad	0x3DC
Gbreve	0x11E
Gcedil	0x122
Gcirc	0x11C
Gcy	0x413
Gdot	0x120
Gfr	0x1D50A
Gg	0x22D9
Gopf	0x1D53E
GreaterEqual	0x2265
GreaterEqualLess	0x22DB
GreaterFullEqual	0x2267
GreaterGreater	0x2AA2
GreaterLess	0x2277
GreaterSlantEqual	0x2A7E
GreaterTilde	0x2273
Gscr	0x1D4A2
Gt	0x226B
HARDcy	0x42A
Hacek	0x2C7
Hat	0x5E
Hcirc	0x124
Hfr	0x210C
HilbertSpace	0x210B
Hopf	0x210D
HorizontalLine	0x2500
Hscr	0x210B
Hstrok	0x126
HumpDownHump	0x224E
HumpEqual	0x224F
IEcy	0x415
IJlig	0x132
IOcy	0x401
Iacute	0xCD
Icirc	0xCE
Icy	0x418
Idot	0x130
Ifr	0x2111
Igrave	0xCC
Im	0x2111
Imacr	0x12A
ImaginaryI	0x2148
Implies	0x21D2
Int	0x222C
Integral	0x222B
Intersection	0x22C2
InvisibleComma	0x2063
InvisibleTimes	0x2062
Iogon	0x12E
Iopf	0x1D540
Iota	0x399
Iscr	0x2110
Itilde	0x128
Iukcy	0x406
Iuml	0xCF
Jcirc	0x134
Jcy	0x419
Jfr	0x1D50D
Jopf	0x1D541
Jscr	0x1D4A5
Jsercy	0x408
Jukcy	0x404
KHcy	0x425
KJcy	0x40C
Kappa	0x39A
Kcedil	0x136
Kcy	0x41A
Kfr	0x1D50E
Kopf	0x1D542
Kscr	0x1D4A6
LJcy	0x409
LT	0x3C
Lacute	0x139
Lambda	0x39B
Lang	0x27EA
Laplacetrf	0x2112
Larr	0x219E
Lcaron	0x13D
Lcedil	0x13B
Lcy	0x41B
LeftAngleBracket	0x27E8
LeftArrow	0x2190
LeftArrowBar	0x21E4
LeftArrowRightArrow	0x21C6
LeftCeiling	0x2308
LeftDoubleBracket	0x27E6
LeftDownTeeVector	0x2961
LeftDownVector	0x21C3
LeftDownVectorBar	0x2959
LeftFloor	0x230A
LeftRightArrow	0x2194
LeftRightVector	0x294E
LeftTee	0x22A3
LeftTeeArrow	0x21A4
LeftTeeVector	0x295A
LeftTriangle	0x22B2
LeftTriangleBar	0x29CF
LeftTriangleEqual	0x22B4
LeftUpDownVector	0x2951
LeftUpTeeVector	0x2960
LeftUpVector	0x21BF
LeftUpVectorBar	0x2958
LeftVector	0x21BC
LeftVectorBar	0x2952
Leftarrow	0x21D0
Leftrightarrow	0x21D4
LessEqualGreater	0x22DA
LessFullEqual	0x2266
LessGreater	0x2276
LessLess	0x2AA1
LessSlantEqual	0x2A7D
LessTilde	0x2272
Lfr	0x1D50F
Ll	0x22D8
Lleftarrow	0x21DA
Lmidot	0x13F
LongLeftArrow	0x27F5
LongLeftRightArrow	0x27F7
LongRightArrow	0x27F6
Longleftarrow	0x27F8
Longleftrightarrow	0x27FA
Longrightarrow	0x27F9
Lopf	0x1D543
LowerLeftArrow	0x2199
LowerRightArrow	0x2198
Lscr	0x2112
Lsh	0x21B0
Lstrok	0x141
Lt	0x226A
Map	0x2905
Mcy	0x41C
MediumSpace	0x205F
Mellintrf	0x2133
Mfr	0x1D510
MinusPlus	0x2213
Mopf	0x1D544
Mscr	0x2133
Mu	0x39C
NJcy	0x40A
Nacute	0x143
Ncaron	0x147
Ncedil	0x145
Ncy	0x41D
NegativeMediumSpace	0x200B
NegativeThickSpace	0x200B
NegativeThinSpace	0x200B
NegativeVeryThinSpace	0x200B
NestedGreaterGreater	0x226B
NestedLessLess	0x226A
NewLine	0xA
Nfr	0x1D511
NoBreak	0x2060
NonBreakingSpace	0xA0
Nopf	0x2115
Not	0x2AEC
NotCongruent	0x2262
NotCupCap	0x226D
NotDoubleVerticalBar	0x2226
NotElement	0x2209
NotEqual	0x2260
NotExists	0x2204
NotGreater	0x226F
NotGreaterEqual	0x2271
NotGreaterLess	0x2279
NotGreaterTilde	0x2275
NotLeftTriangle	0x22EA
NotLeftTriangleEqual	0x22EC
NotLess	0x226E
NotLessEqual	0x2270
NotLessGreater	0x2278
NotLessTilde	0x2274
NotPrecedes	0x2280
NotPrecedesSlantEqual	0x22E0
NotReverseElement	0x220C
NotRightTriangle	0x22EB
NotRightTriangleEqual	0x22ED
NotSquareSubsetEqual	0x22E2
NotSquareSupersetEqual	0x22E3
NotSubsetEqual	0x2288
NotSucceeds	0x2281
NotSucceedsSlantEqual	0x22E1
NotSupersetEqual	0x2289
NotTilde	0x2241
NotTildeEqual	0x2244
NotTildeFullEqual	0x2247
NotTildeTilde	0x2249
NotVerticalBar	0x2224
Nscr	0x1D4A9
Ntilde	0xD1
Nu	0x39D
OElig	0x152
Oacute	0xD3
Ocirc	0xD4
Ocy	0x41E
Odblac	0x150
Ofr	0x1D512
Ograve	0xD2
Omacr	0x14C
Omega	0x3A9
Omicron	0x39F
Oopf	0x1D546
OpenCurlyDoubleQuote	0x201C
OpenCurlyQuote	0x2018
Or	0x2A54
Oscr	0x1D4AA
Oslash	0xD8
Otilde	0xD5
Otimes	0x2A37
Ouml	0xD6
OverBar	0x203E
OverBrace	0x23DE
OverBracket	0x23B4
OverParenthesis	0x23DC
PartialD	0x2202
Pcy	0x41F
Pfr	0x1D513
Phi	0x3A6
Pi	0x3A0
PlusMinus	0xB1
Poincareplane	0x210C
Popf	0x2119
Pr	0x2ABB
Precedes	0x227A
PrecedesEqual	0x2AAF
PrecedesSlantEqual	0x227C
PrecedesTilde	0x227E
Prime	0x2033
Product	0x220F
Proportion	0x2237
Proportional	0x221D
Pscr	0x1D4AB
Psi	0x3A8
QUOT	0x22
Qfr	0x1D514
Qopf	0x211A
Qscr	0x1D4AC
RBarr	0x2910
REG	0xAE
Racute	0x154
Rang	0x27EB
Rarr	0x21A0
Rarrtl	0x2916
Rcaron	0x158
Rcedil	0x156
Rcy	0x420
Re	0x211C
ReverseElement	0x220B
ReverseEquilibrium	0x21CB
ReverseUpEquilibrium	0x296F
Rfr	0x211C
Rho	0x3A1
RightAngleBracket	0x27E9
RightArrow	0x2192
RightArrowBar	0x21E5
RightArrowLeftArrow	0x21C4
RightCeiling	0x2309
RightDoubleBracket	0x27E7
RightDownTeeVector	0x295D
RightDownVector	0x21C2
RightDownVectorBar	0x2955
RightFloor	0x230B
RightTee	0x22A2
RightTeeArrow	0x21A6
RightTeeVector	0x295B
RightTriangle	0x22B3
RightTriangleBar	0x29D0
RightTriangleEqual	0x22B5
RightUpDownVector	0x294F
RightUpTeeVector	0x295C
RightUpVector	0x21BE
RightUpVectorBar	0x2954
RightVector	0x21C0
RightVectorBar	0x2953
Rightarrow	0x21D2
Ropf	0x211D
RoundImplies	0x2970
Rrightarrow	0x21DB
Rscr	0x211B
Rsh	0x21B1
RuleDelayed	0x29F4
SHCHcy	0x429
SHcy	0x428
SOFTcy	0x42C
Sacute	0x15A
Sc	0x2ABC
Scaron	0x160
Scedil	0x15E
Scirc	0x15C
Scy	0x421
Sfr	0x1D516
ShortDownArrow	0x2193
ShortLeftArrow	0x2190
ShortRightArrow	0x2192
ShortUpArrow	0x2191
Sigma	0x3A3
SmallCircle	0x2218
Sopf	0x1D54A
Sqrt	0x221A
Square	0x25A1
SquareIntersection	0x2293
SquareSubset	0x228F
SquareSubsetEqual	0x2291
SquareSuperset	0x2290
SquareSupersetEqual	0x2292
SquareUnion	0x2294
Sscr	0x1D4AE
Star	0x22C6
Sub	0x22D0
Subset	0x22D0
SubsetEqual	0x2286
Succeeds	0x227B
SucceedsEqual	0x2AB0
SucceedsSlantEqual	0x227D
SucceedsTilde	0x227F
SuchThat	0x220B
Sum	0x2211
Sup	0x22D1
Superset	0x2283
SupersetEqual	0x2287
Supset	0x22D1
THORN	0xDE
TRADE	0x2122
TSHcy	0x40B
TScy	0x426
Tab	0x9
Tau	0x3A4
Tcaron	0x164
Tcedil	0x162
Tcy	0x422
Tfr	0x1D517
Therefore	0x2234
Theta	0x398
ThinSpace	0x2009
Tilde	0x223C
TildeEqual	0x2243
TildeFullEqual	0x2245
TildeTilde	0x2248
Topf	0x1D54B
TripleDot	0x20DB
Tscr	0x1D4AF
Tstrok	0x166
Uacute	0xDA
Uarr	0x219F
Uarrocir	0x2949
Ubrcy	0x40E
Ubreve	0x16C
Ucirc	0xDB
Ucy	0x423
Udblac	0x170
Ufr	0x1D518
Ugrave	0xD9
Umacr	0x16A
UnderBar	0x5F
UnderBrace	0x23DF
UnderBracket	0x23B5
UnderParenthesis	0x23DD
Union	0x22C3
UnionPlus	0x228E
Uogon	0x172
Uopf	0x1D54C
UpArrow	0x2191
UpArrowBar	0x2912
UpArrowDownArrow	0x21C5
UpDownArrow	0x2195
UpEquilibrium	0x296E
UpTee	0x22A5
UpTeeArrow	0x21A5
Uparrow	0x21D1
Updownarrow	0x21D5
UpperLeftArrow	0x2196
UpperRightArrow	0x2197
Upsi	0x3D2
Upsilon	0x3A5
Uring	0x16E
Uscr	0x1D4B0
Utilde	0x168
Uuml	0xDC
VDash	0x22AB
Vbar	0x2AEB
Vcy	0x412
Vdash	0x22A9
Vdashl	0x2AE6
Vee	0x22C1
Verbar	0x2016
Vert	0x2016
VerticalBar	0x2223
VerticalLine	0x7C
VerticalSeparator	0x2758
VerticalTilde	0x2240
VeryThinSpace	0x200A
Vfr	0x1D519
Vopf	0x1D54D
Vscr	0x1D4B1
Vvdash	0x22AA
Wcirc	0x174
Wedge	0x22C0
Wfr	0x1D51A
Wopf	0x1D54E
Wscr	0x1D4B2
Xfr	0x1D51B
Xi	0x39E
Xopf	0x1D54F
Xscr	0x1D4B3
YAcy	0x42F
YIcy	0x407
YUcy	0x42E
Yacute	0xDD
Ycirc	0x176
Ycy	0x42B
Yfr	0x1D51C
Yopf	0x1D550
Yscr	0x1D4B4
Yuml	0x178
ZHcy	0x416
Zacute	0x179
Zcaron	0x17D
Zcy	0x417
Zdot	0x17B
ZeroWidthSpace	0x200B
Zeta	0x396
Zfr	0x2128
Zopf	0x2124
Zscr	0x1D4B5
aacute	0xE1
abreve	0x103
ac	0x223E
acd	0x223F
acirc	0xE2
acute	0xB4
acy	0x430
aelig	0xE6
af	0x2061
afr	0x1D51E
agrave	0xE0
alefsym	0x2135
aleph	0x2135
alpha	0x3B1
amacr	0x101
amalg	0x2A3F
amp	0x26
and	0x2227
andand	0x2A55
andd	0x2A5C
andslope	0x2A58
andv	0x2A5A
ang	0x2220
ange	0x29A4
angle	0x2220
angmsd	0x2221
angmsdaa	0x29A8
angmsdab	0x29A9
angmsdac	0x29AA
angmsdad	0x29AB
angmsdae	0x29AC
angmsdaf	0x29AD
angmsdag	0x29AE
angmsdah	0x29AF
angrt	0x221F
angrtvb	0x22BE
angrtvbd	0x299D
angsph	0x2222
angst	0xC5
angzarr	0x237C
aogon	0x105
aopf	0x1D552
ap	0x2248
apE	0x2A70
apacir	0x2A6F
ape	0x224A
apid	0x224B
apos	0x27
approx	0x2248
approxeq	0x224A
aring	0xE5
ascr	0x1D4B6
ast	0x2A
asymp	0x2248
asympeq	0x224D
atilde	0xE3
auml	0xE4
awconint	0x2233
awint	0x2A11
bNot	0x2AED
backcong	0x224C
backepsilon	0x3F6
backprime	0x2035
backsim	0x223D
backsimeq	0x22CD
barvee	0x22BD
barwed	0x2305
barwedge	0x2305
bbrk	0x23B5
bbrktbrk	0x23B6
bcong	0x224C
bcy	0x431
bdquo	0x201E
becaus	0x2235
because	0x2235
bemptyv	0x29B0
bepsi	0x3F6
bernou	0x212C
beta	0x3B2
beth	0x2136
between	0x226C
bfr	0x1D51F
bigcap	0x22C2
bigcirc	0x25EF
bigcup	0x22C3
bigodot	0x2A00
bigoplus	0x2A01
bigotimes	0x2A02
bigsqcup	0x2A06
bigstar	0x2605
bigtriangledown	0x25BD
bigtriangleup	0x25B3
biguplus	0x2A04
bigvee	0x22C1
bigwedge	0x22C0
bkarow	0x290D
blacklozenge	0x29EB
blacksquare	0x25AA
blacktriangle	0x25B4
blacktriangledown	0x25BE
blacktriangleleft	0x25C2
blacktriangleright	0x25B8
blank	0x2423
blk12	0x2592
blk14	0x2591
blk34	0x2593
block	0x2588
bnot	0x2310
bopf	0x1D553
bot	0x22A5
bottom	0x22A5
bowtie	0x22C8
boxDL	0x2557
boxDR	0x2554
boxDl	0x2556
boxDr	0x2553
boxH	0x2550
boxHD	0x2566
boxHU	0x2569
boxHd	0x2564
boxHu	0x2567
boxUL	0x255D
boxUR	0x255A
boxUl	0x255C
boxUr	0x2559
boxV	0x2551
boxVH	0x256C
boxVL	0x2563
boxVR	0x2560
boxVh	0x256B
boxVl	0x2562
boxVr	0x255F
boxbox	0x29C9
boxdL	0x2555
boxdR	0x2552
boxdl	0x2510
boxdr	0x250C
boxh	0x2500
boxhD	0x2565
boxhU	0x2568
boxhd	0x252C
boxhu	0x2534
boxminus	0x229F
boxplus	0x229E
boxtimes	0x22A0
boxuL	0x255B
boxuR	0x2558
boxul	0x2518
boxur	0x2514
boxv	0x2502
boxvH	0x256A
boxvL	0x2561
boxvR	0x255E
boxvh	0x253C
boxvl	0x2524
boxvr	0x251C
bprime	0x2035
breve	0x2D8
brvbar	0xA6
bscr	0x1D4B7
bsemi	0x204F
bsim	0x223D
bsime	0x22CD
bsol	0x5C
bsolb	0x29C5
bsolhsub	0x27C8
bull	0x2022
bullet	0x2022
bump	0x224E
bumpE	0x2AAE
bumpe	0x224F
bumpeq	0x224F
cacute	0x107
cap	0x2229
capand	0x2A44
capbrcup	0x2A49
capcap	0x2A4B
capcup	0x2A47
capdot	0x2A40
caret	0x2041
caron	0x2C7
ccaps	0x2A4D
ccaron	0x10D
ccedil	0xE7
ccirc	0x109
ccups	0x2A4C
ccupssm	0x2A50
cdot	0x10B
cedil	0xB8
cemptyv	0x29B2
cent	0xA2
centerdot	0xB7
cfr	0x1D520
chcy	0x447
check	0x2713
checkmark	0x2713
chi	0x3C7
cir	0x25CB
cirE	0x29C3
circ	0x2C6
circeq	0x2257
circlearrowleft	0x21BA
circlearrowright	0x21BB
circledR	0xAE
circledS	0x24C8
circledast	0x229B
circledcirc	0x229A
circleddash	0x229D
cire	0x2257
cirfnint	0x2A10
cirmid	0x2AEF
cirscir	0x29C2
clubs	0x2663
clubsuit	0x2663
colon	0x3A
colone	0x2254
coloneq	0x2254
comma	0x2C
commat	0x40
comp	0x2201
compfn	0x2218
complement	0x2201
complexes	0x2102
cong	0x2245
congdot	0x2A6D
conint	0x222E
copf	0x1D554
coprod	0x2210
copy	0xA9
copysr	0x2117
crarr	0x21B5
cross	0x2717
cscr	0x1D4B8
csub	0x2ACF
csube	0x2AD1
csup	0x2AD0
csupe	0x2AD2
ctdot	0x22EF
cudarrl	0x2938
cudarrr	0x2935
cuepr	0x22DE
cuesc	0x22DF
cularr	0x21B6
cularrp	0x293D
cup	0x222A
cupbrcap	0x2A48
cupcap	0x2A46
cupcup	0x2A4A
cupdot	0x228D
cupor	0x2A45
curarr	0x21B7
curarrm	0x293C
curlyeqprec	0x22DE
curlyeqsucc	0x22DF
curlyvee	0x22CE
curlywedge	0x22CF
curren	0xA4
curvearrowleft	0x21B6
curvearrowright	0x21B7
cuvee	0x22CE
cuwed	0x22CF
cwconint	0x2232
cwint	0x2231
cylcty	0x232D
dArr	0x21D3
dHar	0x2965
dagger	0x2020
daleth	0x2138
darr	0x2193
dash	0x2010
dashv	0x22A3
dbkarow	0x290F
dblac	0x2DD
dcaron	0x10F
dcy	0x434
dd	0x2146
ddagger	0x2021
ddarr	0x21CA
ddotseq	0x2A77
deg	0xB0
delta	0x3B4
demptyv	0x29B1
dfisht	0x297F
dfr	0x1D521
dharl	0x21C3
dharr	0x21C2
diam	0x22C4
diamond	0x22C4
diamondsuit	0x2666
diams	0x2666
die	0xA8
digamma	0x3DD
disin	0x22F2
div	0xF7
divide	0xF7
divideontimes	0x22C7
divonx	0x22C7
djcy	0x452
dlcorn	0x231E
dlcrop	0x230D
dollar	0x24
dopf	0x1D555
dot	0x2D9
doteq	0x2250
doteqdot	0x2251
dotminus	0x2238
dotplus	0x2214
dotsquare	0x22A1
doublebarwedge	0x2306
downarrow	0x2193
downdownarrows	0x21CA
downharpoonleft	0x21C3
downharpoonright	0x21C2
drbkarow	0x2910
drcorn	0x231F
drcrop	0x230C
dscr	0x1D4B9
dscy	0x455
dsol	0x29F6
dstrok	0x111
dtdot	0x22F1
dtri	0x25BF
dtrif	0x25BE
duarr	0x21F5
duhar	0x296F
dwangle	0x29A6
dzcy	0x45F
dzigrarr	0x27FF
eDDot	0x2A77
eDot	0x2251
eacute	0xE9
easter	0x2A6E
ecaron	0x11B
ecir	0x2256
ecirc	0xEA
ecolon	0x2255
ecy	0x44D
edot	0x117
ee	0x2147
efDot	0x2252
efr	0x1D522
eg	0x2A9A
egrave	0xE8
egs	0x2A96
egsdot	0x2A98
el	0x2A99
elinters	0x23E7
ell	0x2113
els	0x2A95
elsdot	0x2A97
emacr	0x113
empty	0x2205
emptyset	0x2205
emptyv	0x2205
emsp13	0x2004
emsp14	0x2005
emsp	0x2003
eng	0x14B
ensp	0x2002
eogon	0x119
eopf	0x1D556
epar	0x22D5
eparsl	0x29E3
eplus	0x2A71
epsi	0x3B5
epsilon	0x3B5
epsiv	0x3F5
eqcirc	0x2256
eqcolon	0x2255
eqsim	0x2242
eqslantgtr	0x2A96
eqslantless	0x2A95
equals	0x3D
equest	0x225F
equiv	0x2261
equivDD	0x2A78
eqvparsl	0x29E5
erDot	0x2253
erarr	0x2971
escr	0x212F
esdot	0x2250
esim	0x2242
eta	0x3B7
eth	0xF0
euml	0xEB
euro	0x20AC
excl	0x21
exist	0x2203
expectation	0x2130
exponentiale	0x2147
fallingdotseq	0x2252
fcy	0x444
female	0x2640
ffilig	0xFB03
fflig	0xFB00
ffllig	0xFB04
ffr	0x1D523
filig	0xFB01
flat	0x266D
fllig	0xFB02
fltns	0x25B1
fnof	0x192
fopf	0x1D557
forall	0x2200
fork	0x22D4
forkv	0x2AD9
fpartint	0x2A0D
frac12	0xBD
frac13	0x2153
frac14	0xBC
frac15	0x2155
frac16	0x2159
frac18	0x215B
frac23	0x2154
frac25	0x2156
frac34	0xBE
frac35	0x2157
frac38	0x215C
frac45	0x2158
frac56	0x215A
frac58	0x215D
frac78	0x215E
frasl	0x2044
frown	0x2322
fscr	0x1D4BB
gE	0x2267
gEl	0x2A8C
gacute	0x1F5
gamma	0x3B3
gammad	0x3DD
gap	0x2A86
gbreve	0x11F
gcirc	0x11D
gcy	0x433
gdot	0x121
ge	0x2265
gel	0x22DB
geq	0x2265
geqq	0x2267
geqslant	0x2A7E
ges	0x2A7E
gescc	0x2AA9
gesdot	0x2A80
gesdoto	0x2A82
gesdotol	0x2A84
gesles	0x2A94
gfr	0x1D524
gg	0x226B
ggg	0x22D9
gimel	0x2137
gjcy	0x453
gl	0x2277
glE	0x2A92
gla	0x2AA5
glj	0x2AA4
gnE	0x2269
gnap	0x2A8A
gnapprox	0x2A8A
gne	0x2A88
gneq	0x2A88
gneqq	0x2269
gnsim	0x22E7
gopf	0x1D558
grave	0x60
gscr	0x210A
gsim	0x2273
gsime	0x2A8E
gsiml	0x2A90
gt	0x3E
gtcc	0x2AA7
gtcir	0x2A7A
gtdot	0x22D7
gtlPar	0x2995
gtquest	0x2A7C
gtrapprox	0x2A86
gtrarr	0x2978
gtrdot	0x22D7
gtreqless	0x22DB
gtreqqless	0x2A8C
gtrless	0x2277
gtrsim	0x2273
hArr	0x21D4
hairsp	0x200A
half	0xBD
hamilt	0x210B
hardcy	0x44A
harr	0x2194
harrcir	0x2948
harrw	0x21AD
hbar	0x210F
hcirc	0x125
hearts	0x2665
heartsuit	0x2665
hellip	0x2026
hercon	0x22B9
hfr	0x1D525
hksearow	0x2925
hkswarow	0x2926
hoarr	0x21FF
homtht	0x223B
hookleftarrow	0x21A9
hookrightarrow	0x21AA
hopf	0x1D559
horbar	0x2015
hscr	0x1D4BD
hslash	0x210F
hstrok	0x127
hybull	0x2043
hyphen	0x2010
iacute	0xED
ic	0x2063
icirc	0xEE
icy	0x438
iecy	0x435
iexcl	0xA1
iff	0x21D4
ifr	0x1D526
igrave	0xEC
ii	0x2148
iiiint	0x2A0C
iiint	0x222D
iinfin	0x29DC
iiota	0x2129
ijlig	0x133
imacr	0x12B
image	0x2111
imagline	0x2110
imagpart	0x2111
imath	0x131
imof	0x22B7
imped	0x1B5
in	0x2208
incare	0x2105
infin	0x221E
infintie	0x29DD
inodot	0x131
int	0x222B
intcal	0x22BA
integers	0x2124
intercal	0x22BA
intlarhk	0x2A17
intprod	0x2A3C
iocy	0x451
iogon	0x12F
iopf	0x1D55A
iota	0x3B9
iprod	0x2A3C
iquest	0xBF
iscr	0x1D4BE
isin	0x2208
isinE	0x22F9
isindot	0x22F5
isins	0x22F4
isinsv	0x22F3
isinv	0x2208
it	0x2062
itilde	0x129
iukcy	0x456
iuml	0xEF
jcirc	0x135
jcy	0x439
jfr	0x1D527
jmath	0x237
jopf	0x1D55B
jscr	0x1D4BF
jsercy	0x458
jukcy	0x454
kappa	0x3BA
kappav	0x3F0
kcedil	0x137
kcy	0x43A
kfr	0x1D528
kgreen	0x138
khcy	0x445
kjcy	0x45C
kopf	0x1D55C
kscr	0x1D4C0
lAarr	0x21DA
lArr	0x21D0
lAtail	0x291B
lBarr	0x290E
lE	0x2266
lEg	0x2A8B
lHar	0x2962
lacute	0x13A
laemptyv	0x29B4
lagran	0x2112
lambda	0x3BB
lang	0x27E8
langd	0x2991
langle	0x27E8
lap	0x2A85
laquo	0xAB
larr	0x2190
larrb	0x21E4
larrbfs	0x291F
larrfs	0x291D
larrhk	0x21A9
larrlp	0x21AB
larrpl	0x2939
larrsim	0x2973
larrtl	0x21A2
lat	0x2AAB
latail	0x2919
late	0x2AAD
lbarr	0x290C
lbbrk	0x2772
lbrace	0x7B
lbrack	0x5B
lbrke	0x298B
lbrksld	0x298F
lbrkslu	0x298D
lcaron	0x13E
lcedil	0x13C
lceil	0x2308
lcub	0x7B
lcy	0x43B
ldca	0x2936
ldquo	0x201C
ldquor	0x201E
ldrdhar	0x2967
ldrushar	0x294B
ldsh	0x21B2
le	0x2264
leftarrow	0x2190
leftarrowtail	0x21A2
leftharpoondown	0x21BD
leftharpoonup	0x21BC
leftleftarrows	0x21C7
leftrightarrow	0x2194
leftrightarrows	0x21C6
leftrightharpoons	0x21CB
leftrightsquigarrow	0x21AD
leftthreetimes	0x22CB
leg	0x22DA
leq	0x2264
leqq	0x2266
leqslant	0x2A7D
les	0x2A7D
lescc	0x2AA8
lesdot	0x2A7F
lesdoto	0x2A81
lesdotor	0x2A83
lesges	0x2A93
lessapprox	0x2A85
lessdot	0x22D6
lesseqgtr	0x22DA
lesseqqgtr	0x2A8B
lessgtr	0x2276
lesssim	0x2272
lfisht	0x297C
lfloor	0x230A
lfr	0x1D529
lg	0x2276
lgE	0x2A91
lhard	0x21BD
lharu	0x21BC
lharul	0x296A
lhblk	0x2584
ljcy	0x459
ll	0x226A
llarr	0x21C7
llcorner	0x231E
llhard	0x296B
lltri	0x25FA
lmidot	0x140
lmoust	0x23B0
lmoustache	0x23B0
lnE	0x2268
lnap	0x2A89
lnapprox	0x2A89
lne	0x2A87
lneq	0x2A87
lneqq	0x2268
lnsim	0x22E6
loang	0x27EC
loarr	0x21FD
lobrk	0x27E6
longleftarrow	0x27F5
longleftrightarrow	0x27F7
longmapsto	0x27FC
longrightarrow	0x27F6
looparrowleft	0x21AB
looparrowright	0x21AC
lopar	0x2985
lopf	0x1D55D
loplus	0x2A2D
lotimes	0x2A34
lowast	0x2217
lowbar	0x5F
loz	0x25CA
lozenge	0x25CA
lozf	0x29EB
lpar	0x28
lparlt	0x2993
lrarr	0x21C6
lrcorner	0x231F
lrhar	0x21CB
lrhard	0x296D
lrm	0x200E
lrtri	0x22BF
lsaquo	0x2039
lscr	0x1D4C1
lsh	0x21B0
lsim	0x2272
lsime	0x2A8D
lsimg	0x2A8F
lsqb	0x5B
lsquo	0x2018
lsquor	0x201A
lstrok	0x142
lt	0x3C
ltcc	0x2AA6
ltcir	0x2A79
ltdot	0x22D6
lthree	0x22CB
ltimes	0x22C9
ltlarr	0x2976
ltquest	0x2A7B
